Submission ID,Submission time,Business / Service Category Selection,Name of Business / User,Phone,City / Nearby Village,Address,Business Details,Place ID,Ratings,Reviews,Verified,Webpage
,,Kirana Stores,ALFA MART,092656 78686,Bhuj,"7M2C+Q96, Talav Street Vayda Dela, Bhuj, Gujarat 370001 Talav Street, Vayda Delo St, Dela, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJlRZkxWzhUDkRd9vZoGbMDpU,,,,
,,Kirana Stores,Dainik Needs,9909988777,Bhuj,,Daily Essentials,,,,,
,,Kirana Stores,Jalaram Provision,2832225566,Bhuj,,Wholesale,,,,,
,,Kirana Stores,M/S SWASTIK KIRANA,098257 30340,Bhuj,"Vokla Falia Rd, near Old Lohana Mahajanvadi, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJSedeoGDhUDkRjsV5hgqsAHg,,,,
,,Kirana Stores,MEHTA SHAILESH VINODCHANDRA,9712422258,Bhuj,,Kirana Stores,,,,,
,,Kirana Stores,Raju,98707886688,Bhuj,,,,,,,
,,Kirana Stores,SHREE GHANSHYAM STORE,075671 26981,Bhuj,"Halai Nagar, near Yex Temple, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJedSSJY_hUDkRbPdsTPlEf6E,,,,
,,Kirana Stores,Shree Ramaiya Cash And Carry,084878 42987,Bhuj,"Shop No A2, Ramaiya Complex, Maher Ali Chowk, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJ7YDMKKfhUDkRO6KqrRzEz2s,,,,
,,Kirana Stores,Swagat Grocery,9825111222,Bhuj,,Home Delivery,,,,,
,,Kirana Stores,Silver general stores and Stationers,8160903077,Bhuj,Kalyaneshwer Wadi,,,,,,
,,Laboratory,Dr Tanna Laboratory - Dr Dinesh Tanna MD,9825176242,Bhuj,"Santosh Tower, Bh Rotary Hall, Near Bhuj Eng. School, Hospital Road, Bhuj",Blood reports & all other reports,,Yes,Yes,Yes,
,,Laboratory,Bhagat Laboratory,2832254206,Bhuj,,Pathology,,,,,
,,Laboratory,Metropolis Healthcare,7941057323,Bhuj,,Blood Test,,,,,
,,Laboratory,Niramaya pathology laboratory,090547 96066,Bhuj,"First floor, 65B, Hospital Rd, near Darshan diagnostic center & jivan jyot blood bank, Jubliee Colony, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJR73potcfUTkRvMm0G46o2KY,,,,
,,Laboratory,Shreeji Pathology Laboratory,094084 44513,Bhuj,"Paradise plaza complex, nr. vegetable market, Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJ1e1bCKrhUDkRV8HtxqXNabE,,,,
,,Laboratory,Sterling Accuris,8128130000,Bhuj,,Diagnostics,,,,,
,,Laptop Repairs,Pioneer Computer Services,9825034580,Bhuj,"Dhatia falia 3 Ways, Anam Ring Road, Bhuj","Laptop, PC Repairs",ChIJRXVUFPfjUDkRE2kKu4Zv3DQ,Yes,Yes,Yes,
,,Laptop Repairs,Manish Laptop,9909049911,Bhuj,"Opp. Hatkeswar Temple, Tapovan Apt. 1st Floor, Uplipal Road Bhuj","Laptop, PC Repairs",,,,,
3f420ffd-02ad-48e8-84e5-9c0f21484c86,2026-05-16 09:31:46,Laptop Repairs,UJJAM COMPUTER ,9824230399,Bhuj,Shanti chamber opp SBI BANK STATION Road ,Laptop Desktop Printer repair ,,,,,
,,Laundry / Dhobi,Shahil,7359361293,Bhuj,,Laundry / Dhobi,,,,,
,,Laundry / Dhobi,Tamanna Drycleans,098984 85490,Bhuj,"shop no 19, Tamanna Drycleans, katira complex, Pramukh Swami Nagar, Bhuj, Gujarat 370040, India",,ChIJweTN6t8fUTkRC4n4SWfHh44,,,,
,,Laundry / Dhobi,NavDurga Dryclean,9712301516,Bhuj,"1063, kailash Nager, Kailas Nagar Rd, Sanskar Nagar, Bhuj, Gujarat 370001",,,,,,
,,Laundry / Dhobi,Kundan Drycleaners,,Bhuj,"Â shop no:3, Mahadev complex, Sanskar Nagar, Bhuj, Gujarat 370001",,,,,,
,,Laundry / Dhobi,Tumbledry Dry Clean & Laundry Service,7677250250,Bhuj,"Shop No: 30, Ground Floor, 7 Arrows, Mundra Road Opposite:, Leva Patel Hospital Rd, Nirmalsinh Vadi, Bhuj, Gujarat 370001",,,,,,
,,Legal Services/ Lawyer,Atul Desai,9825225442,Bhuj,"1st Floor, Jyoti Chambers, Opp Mahavir Electric, New Station Road","Tax Consultant, Public Trust Consultant",,,,,
,,Masons / Kadia,Handyservices In,9998877766,Bhuj,,General Repairs,,,,,
,,Masons / Kadia,Karigar Shala Trust l àª•àª¾àª°à«€àª—àª° àª¶àª¾àª³àª¾ àªŸà«àª°àª¸à«àªŸ,094262 74495,Bhuj,"Karigarshala Trust, Plot No. 79&84, Mirzapar Bypass Rd, Gayatri Society, Mahadev Nagar, Bhuj, Mirjapar Part, Gujarat 370001, India",,ChIJT7z9yEEeUTkRvweRfz0ney4,,,,
,,Masons / Kadia,Maheshbhai Mason,9727455666,Bhuj,,Brickwork,,,,,
,,Masons / Kadia,Sabirbhai,9978462762,Bhuj,,,,,,,
,,Masons / Kadia,Shagun,097371 47711,Bhuj,"Waniyawad, Maher Ali chowk, near Tulsi, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJ204J5IvhUDkRvOpX95_wN6A,,,,
,,Masons / Kadia,Tejo Kadio,9909278215,Bhuj,,Masons,,,,,
,,Masons / Kadia,Total Secure Waterproofing,9879555444,Bhuj,,Waterproofing,,,,,
,,Masons / Kadia,Kadiabhai,9106777232,Bhuj,,"Waterproofing, Mason work, Repairing, Termite",,,,,
,,Medical store,H & V Pharmacy,087805 92995,Bhuj,"Shop No. 7, Nilkanth Square Building, Gandhi circle Road, near Mevaad Panipuri, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJA6_a7wThUDkR3IfWD5BRScY,,,,
,,Medical store,Hem Medical,088664 18773,Bhuj,"Gujarat State Highway 48, Bus Stop, Aaiya Nagar, Aiya Nagar, Bhuj, Gujarat 370020, India",,ChIJiTeRn4EfUTkR79ptBxwVojM,,,,
,,Medical store,MEDI POINT (HOMOEOPATHIC PHARMACY),9426473153,Bhuj,,Medical store,,,,,
,,Medical store,Pranav Velani,9426322832,Bhuj,,,,,,,
,,Medical store,PRASAD SURGICALS (MEDICAL STORE),099254 27177,Bhuj,"shop no 9, 10, Prasad Surgicals, prestige building, Street No. 1, near Dr sakariya hospital, opp. g k general hospital gate, Lotus Colony, Bhuj, Gujarat 370001, India",,ChIJuwma3-LhUDkRapT61nNEmmg,,,,
,,Medical store,Shree krishna pharma,8160839445,Bhuj,,Medical store,,,,,
,,Medical store,Shreeji Medical Store,9925016589,Bhuj,,,,,,,
,,Medical store,Chandan Medical,2832224284,Bhuj,"6MRF+327, Lotus Colony, Madhapar, Bhuj, Gujarat 370001",,,,,,
,,Medical store,Central Pharmacy - A Mediverse,9925051165,Bhuj,"Shop No.3, Mundra Road, opp. Jubilee Ground, Banker's Colony, Bhuj, Gujarat 370001",,,,,,
,,Medical store,Super Medical,9638384555,Bhuj,"Patwadi Gate, Bharatnagar chokdi, near, naka bahar, near Mukhtar pan center, Bhuj, Gujarat 370001",,,,,,
,,Medical store,Mangal Medical,9428234840,Bhuj,"Hospital Road, Near Cosmos Bank","Medical, Discount 15-20%",,,,,
,,Medical store,SANJEEVAN MEDICAL,9879934536,Bhuj,"Camp Area, Bhuj",,,,,,
,,Milk Delivery,Adarsh Milk Point,,Bhuj,"Jay Nagar Ring Road, Bhuj, Gujarat 370040",,,,,,
,,Milk Delivery,ABRAR HEALTH CARE,098796 00848,Bhuj,"5/15/64, Khoja Deli, Ravani Faliya Opp.BOI ATM, Ashapura Ring Rd, near Sankalwala Pir Dargah, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJF4KU7gHiUDkR_eCu2tkhOIE,,,,
,,Milk Delivery,Mahadev Milk Parlour,082382 28238,Bhuj,"Madhapar - Vardhman Nagar Rd, Danda Bazar, Madhapar, Bhujodi, Bhuj, Gujarat 370020, India",,ChIJ8wOGVUThUDkRBBRv_yQbs8I,,,,
,,Milk Delivery,SHRI RAM DUGDHALAYA,9825622085,Bhuj,"Shop No1, Nagar Chakla Rd, opp. Public Park Sports Club, Old Dhatia Falia, Bhuj, Gujarat 370001",,,,,,
,,Mobile Repairing,Kishan Varu,9825583075,Bhuj,,,,,,,
,,Mobile Repairing,Shivam,9913013272,Bhuj,,,,,,,
,,Mobile Repairing,Siddhik,9879292292,Bhuj,,,,,,,
,,Mobile Shop,Jinam Mobile,9924112123,Bhuj,,,,,,,
,,Modular Kitchen,KD Plast PVC Furniture,098986 51985,Bhuj,"Shop No. 7, Nilkanth Commercial, Gokuldham Rd, Madhapar, Bhuj, Gujarat 370020, India",,ChIJm-NeNbjhUDkRwxDTrtfF5ac,,,,
,,Modular Kitchen,Kings Kitchen and Home Interior,02832 230 231,Bhuj,"Plot No. 53, Giriraj Nagar, Mirzapar Bypass Rd, opp. Sahajanand Diamond, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJX0REZ0ceUTkRPJ-rlesQ3yk,,,,
,,Modular Kitchen,MODULANE,099791 00707,Bhuj,"Fakirwadi, Tejendra Nagar, near J B Engineers, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJvxSJFaofUTkR_cA-rU1ceCY,,,,
,,Modular Kitchen,Patidar Hardware,099095 48900,Bhuj,"7M2G+93M, New Station Rd, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJ-wnZmvjhUDkRyNdUIO6IsDk,,,,
,,Modular Kitchen,Surprise Sanitation Pvt. Ltd.,087359 94622,Bhuj,"Jubilee Cir, Jubliee Colony, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJ5yCwvgIeUTkRRpzj69623iw,,,,
,,Motor Driving School,ODHAVRAM MOTOR DRIVING SCHOOL,087586 36268,Bhuj,"Bus stand, Bus stand road, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJ4aIShRnhUDkRQDpzPmjdpbM,,,,
,,Mudwork,Lippan Art Work,8758758705,Bhuj,,"Lippan Art toran, watch, kund, customised items",,,,,
,,Mudwork,Saptrang Art Studio,9016406855,Bhuj,,"Lippan Art Wall Piece, Lippan Photo Frame",,,,,
,,Mudwork,Mariyamben Siddhik,7567856744,Bhuj,,"Fancy Pots, Simple Pots, Garba, Diya, other Mudwork",,,,,
,,Music Teacher,,,Bhuj,,,,,,,
,,Musician,Chintan Soni,9925419662,Bhuj,,Musician,,,,,
,,Musician,Chirag Vora,9825085012,Bhuj,,,,,,,
,,Mutual Fund Advisors,Ashok C. Thacker,7990766093,Bhuj,,Mutual Fund Advisor,,,,,
,,Mutual Fund Advisors,Finnovate Financial,9998887776,Bhuj,,Financial Planning,,,,,
,,Mutual Fund Advisors,Intell Invest Co.,090235 97405,Bhuj,"Shop No. 9, Madhuram Complex, Raghuvanshi cross roads, near Rawalwadi, New Raval wadi, Ravalvadi, Bhuj, Gujarat 370001, India",,ChIJgTl3vpYdUTkRQQqCvuOKR8E,,,,
,,Mutual Fund Advisors,Kiran Patel,9227542850,Bhuj,,Advisor,,,,,
,,Mutual Fund Advisors,Mirae Asset Sharekhan,080 6270 9552,Bhuj,"GEB Circle, Shop No 1, Dev Complex, opposite GKGeneral Hospital, RTO Relocation Site, Bhuj, Gujarat 370001, India",,ChIJ3-I-WwevJzoRxCPELqCo6rM,,,,
,,Mutual Fund Advisors,RR ENTERPRISES,073832 00283,Bhuj,"RR INVESTMENT HUB, 116, FIRST FLOOR, TIME SQUARE BUILDING, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJHYSfW3QfUTkRYV1B3izJ__o,,,,
,,Mutual Fund Advisors,Shah Investments,094274 33033,Bhuj,"Vatika Appartment, opp. Punjabhai Tower, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJtzBgnYfhUDkRsPB9fMhUASs,,,,
,,Mutual Fund Advisors,JDCONSULTANT,9825357168,Bhuj,,,,,,,
1f22768d-bd6b-45d9-909e-f0aa7fb4787c,2026-05-22 05:20:03,Mutual Fund Advisors,Sandip Boricha ,9898368001,Bhuj,Bhuj,"Mutual fund , sip , investment ",,,,,
,,Naturopathy Center,,,Bhuj,,,,,,,
,,Newspaper Agent,Ambika Newspaper,9428234429,Bhuj,,,,,,,
,,Newspaper Agent,Bhavik,9925894744,Bhuj,,,,,,,
,,Notary,B.S Mahehshwari Advocate & Notary & E-Stamping centre,098793 79212,Bhuj,"113 1st floor, Dhaval Commercial Complex, 106, Old Dhatia Falia, Bhuj, Gujarat 370001, India","Lawyer, Notary",ChIJ4ZzBIl4fUTkRwHKoObGCAqM,,,,
,,Notary,Bharat v sheth,9825208220,Bhuj,,Notary,,,,,
,,Notary,Daxa B Soni,9825632519,Bhuj,,Notary,,,,,
,,Notary,Gor Shilpa Jayantilal,9825747693,Bhuj,,Notary,,,,,
,,Notary,Heena N.Thacker,9825553321,Bhuj,,,,,,,
,,Notary,"Urvashi Gor Notary, advocate, E-stamping",088491 85411,Bhuj,"Office 105, 1st floor, krishna chambers B, Station Rd, near bajaj finance office, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJ_0MFOePjUDkRz7kYBZE80Jo,,,,
,,Notary,Purvesh Ganatra,9825553344,Bhuj,"109, Balram Complex, Station Road",Notary,,,,,
,,Nursery ( Flowers & Plants ),Gulfam Nursery,9825708354,Bhuj,,Patient Care,,,,,
,,Nursery ( Flowers & Plants ),Shree Ram Nursery,8160022877,Bhuj,"Paschim Gujarat Vij Company Limited, Bhuj, Hospital Rd, Bhuj, Gujarat 370001",,,,,,
,,Nursery ( Flowers & Plants ),Maa Nursery,8141480049,Bhuj,"Airoplane Circle, 1, Mundra - Bhuj Rd, near Leva Patel Hospital Road, Nirmalsinh Vadi, Bhuj, Gujarat 370001",,,,,,
,,Nursery ( Flowers & Plants ),Roses Nursery,9978219542,Bhuj,"Patwadi Gate, Outside, Rajendra Park Rd, near new mahrun, opposite mahrun park, Sanjog Nagar, Bhuj, Gujarat 370001",,,,,,
,,Nursery ( Flowers & Plants ),Shree Balram Nursery Garden Developers,8460375725,Bhuj,"to, Happy Homes Society Rd, near Radhe Recidency Endravilla, Madhapar, Bhuj, Gujarat 370020",,,,,,
,,Nurses,Care At Homes,9909911223,Bhuj,,,,,,,
,,Nurses,JALARAM HOSPITAL AND MEDICAL,099093 93718,Bhuj,"Bhudiya sheri no 1, Junavas, Madhapar, Bhuj, Gujarat 370020, India",IV Infusion,ChIJmaprSlHhUDkRNUPmRTleJIw,,,,
,,Nurses,Medilink Healthcare,9426255666,Bhuj,,,,,,,
,,Nurses,Parmarth Hospital,02832 250 885,Bhuj,"Neelkanth, Hospital Rd, opp. Rajaram Complex, Jalaram Society, Vijay Nagar, Bhuj, Gujarat 370001, India",Home Care,ChIJRR08cPzhUDkRkZfUa6AuP30,,,,
,,Nurses,Shubh Aarogyam,9879512345,Bhuj,,,,,,,
,,Nurses,Vandan Women's Hospital - Dr Vinkal Dhanani,06355 381 138,Bhuj,"ONYX Complex, 201-203, Highway, near RR Lalan College, near Dominos Pizza, Shivkrupa Nagar, Bhuj, Mirjapar Part, Gujarat 370001, India",,ChIJu-zIWoIfUTkRFOCRkmtN3sU,,,,
,,Nutritionists/Dieticians,"Forever Living Products Distributor, Kutch-Gujarat",074860 71481,Bhuj,"Jubliee Colony, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJObwGmM7hUDkR5_mNP9E4CjY,,,,
,,Nutritionists/Dieticians,Aum Nutritions (àª“àª® àª¸à«àªµàª¾àª¸à«àª¥ àª•à«‡àª¨à«àª¦à«àª°),098254 61778,Bhuj,"2 Old S T Colony, Hinglaj Vadi Rd, opp. Santoshi Maa Temple, Ghanshyam Nagar, Bhuj, Gujarat 370001, India",,ChIJ00OkfI_hUDkRsDEAW4FTiDA,,,,
,,Nutritionists/Dieticians,FQN Fitness by Dr. Nilesh Kshatriya,094272 08736,Bhuj,"Gaytri Mandir Rd, opposite LION'S HALL, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJUzMauhPhUDkRzM98HlVPw6Q,,,,
,,Nutritionists/Dieticians,GX NUTRITION,099781 04511,Bhuj,"V D High School Rd, opp. Santoshimaa Temple, near zoomer house, Ghanshyam Nagar, Bhuj, Gujarat 370001, India",Dietician,ChIJD0OzaZfhUDkRYeL3ujoOAjY,,,,
,,Nutritionists/Dieticians,Hiral Jayy Chhelavada,7990747467,Bhuj,,Dietician,,,,,
,,Nutritionists/Dieticians,MAA NUTRITION CENTRE Bhavna Thacker,9687199239,Bhuj,,,,,,,
,,Nutritionists/Dieticians,Minal J Davda,098796 84925,Bhuj,"36, B/H Yogeshwar Dham, nr. RTO Relocation Site, Shreeji Nagar, Bhuj, Gujarat 370020, India",,ChIJVRT7dCnhUDkRAYsqTF5TrPY,,,,
,,Nutritionists/Dieticians,R R nutrition center,092653 19475,Bhuj,"6, accord hospital building, Nirmalsinh Vadi, Bhuj, Gujarat 370001, India",,ChIJI_O-PxweUTkRIqjPTLRVFYs,,,,
,,Nutritionists/Dieticians,"Sanjeevani Wellness Clinic, Bhuj",099253 66353,Bhuj,"First Floor, Chatthi Bari Ring Road, opposite Greenrock hotel, opp. Hotel Greenrock, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJfwPyFbjhUDkR7i564WtlPOw,,,,
,,Opticians,GANGAR EYENATION - Bhuj,081081 70361,Bhuj,"Shop No. 5 & 6,Shree Ravechi Building, Hospital Rd, Jalaram Society, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJ_VfQy5bhUDkRG9jWDLWx9xk,,,,
,,Opticians,SHIV OPTICS,090333 40265,Bhuj,"Shop No.1, Neelkanth Complex, Hospital Rd, opp. V.H.Patel Hospital, Jalaram Society, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJkSuli7fhUDkRfLNmbOU3PZ0,,,,
,,Opticians,Titan Eyewear Bhuj,094848 09359,Bhuj,"Hospital Rd, Jalaram Society, Vijay Nagar, Bhuj, Gujarat 370001, India",Termite|Cockroach,ChIJFdW1u17hUDkRuMSsH1eVtUs,,,,
,,Pest Control,Pest Control,9106777232,Bhuj,,"Udhai, Termite, Cockroach",,,,,
,,Pest Control,Deccan Pest Control,9666648420,Bhuj,,Residential,,,,,
,,Pest Control,Muskan Pest Control,9825123456,Bhuj,,,,,,,
,,Pest Control,Pioneer Agro Chemicals Bhuj,02832 227 677,Bhuj,"Panchmukha hanuman rd, Vaniyavad Rd, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJHXySHP_hUDkRBGeLZkI01uY,,,,
,,Pest Control,Rishi,9825696662,Bhuj,,Bed Bugs,,,,,
,,Pest Control,Universal Pest Control,9099459608,Bhuj,,,,,,,
,,Pet Products,H & V Pharmacy,087805 92995,Bhuj,"Shop No. 7, Nilkanth Square Building, Gandhi circle Road, near Mevaad Panipuri, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJA6_a7wThUDkR3IfWD5BRScY,,,,
,,Pet Products,Happy paw's bhuj,097142 89171,Bhuj,"Shop No. 5/6, Ground Floor, Empire Tower, nr. Mangalam Hotel, Sanskar Nagar, Bhuj, Gujarat 370001, India",Pet Products,ChIJA-DuDHMfUTkR63NC2FshOJw,,,,
,,Pet Products,Malhar Dave,6353340670,Bhuj,,,,,,,
,,Pet Products,Parishram Agro Centre - Madhapar,097141 33364,Bhuj,"Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJ6XOj5p7hUDkRx5CJbo1IkVg,,,,
,,PG/Hostels,Shalin Girls PG,094288 98285,Bhuj,"179, near Kutchmitra Press Road, opp. Jain Derasar Road, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJc_g2z3DhUDkRVS-y7wX3EXg,,,,
,,Photographers / Videographers,Unrewind Production,095106 98871,Bhuj,"Office No 25, Time Square Empire, Mirzapar Road, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJaYe5v-8fUTkRb7qiiNzAR-w,,,,
,,Photographers / Videographers,B.R.PHOTOGRAPHY,099253 13511,Bhuj,"VOKDA FALIA, OFFICE NO ,07, LEADER COMPLEX, opp. SHREEJI ELECTRIC, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJESDp6r3hUDkRjJ3_DrYB66U,,,,
,,Photographers / Videographers,Bhavin Patadiya Photography,087996 06108,Bhuj,"Lakhond, Bhuj, Gujarat 370105, India",,ChIJ04smyF_UzA8RA1YzNhngFiE,,,,
,,Photographers / Videographers,Chavda Photo Studio,9426227528,Bhuj,,,,,,,
,,Photographers / Videographers,Jagruti films & photography,099250 02749,Bhuj,"4/b anand arcade chhathi, Chatthi Bari Ring Road, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJUy2k1v_hUDkRMJt4_py6udc,,,,
,,Photographers / Videographers,JENNY STUDIO,099980 88354,Bhuj,"RIDDHI SIDDHI HOME, 139 A, Hospital Rd, behind AMBAJI TEMPLE, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJR-FhesjhUDkRfn-ogGPcRpQ,,,,
,,Photographers / Videographers,Kano,7490980780,Bhuj,,,,,,,
,,Photographers / Videographers,Manoj Morabia,9825432303,Bhuj,,Photographers / Videographers,,,,,
,,Photographers / Videographers,Mohan Matang Photography,9428006089,Bhuj,,,,,,,
,,Physiotherapists,Khatri Physiotherapy Clinic,075675 47853,Bhuj,"3, Kinza Arcade, Soniwad ring road, Sarpat Gate Rd, near Shri Govardhan nath ji ni haveli, near Chhadidar masjid, Sonivad, Bhuj, Gujarat 370001, India",,ChIJo4rLBQDjUDkRPom2S2PWVYA,,,,
,,Physiotherapists,Prayosha physiotherapy clinic,094094 91822,Bhuj,"B-3, Gayatri complex, Nr. Dr. Megha dental clinic, Hospital Rd, opp. Cosmos bank, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJSSycfvzhUDkR9zEK1Ay-lhU,,,,
,,Plumber,Classic Enterprise & R.O Sales (Plumbing Services),098790 14276,Bhuj,"Yusufsa Bhavanshah Road, opp. Aman Tea Store, near Pir Jamalsha Hospital, Aman Nagar, Madhapara, Bhuj, Gujarat 370001, India",,ChIJE4PkFmThUDkRdCuqYpR1-3g,,,,
,,Plumber,Piyush Gor,9727781209,Bhuj,,,,,,,
,,Plumber,Shivjibhai,9925703346,Bhuj,,Plumber,,,,,
,,Plumber,Jakhubhai,9099195439,Bhuj,,24x7,,,,,
,,Plumber,Kaushik Patel Plumber,9909244093,Bhuj,,Plumber,,,,,
,,Plumber,Khenghar,9712260317,Bhuj,,Plumber,,,,,
,,Plumber,Kirit Maraj,9429341473,Bhuj,,Residential,,,,,
,,Plumber,Krishna Plumbing Service,9925343091,Bhuj,,,,,,,
,,Plumber,"MEET TRADING CO. ( Best Bathroom Fitting, Sanitary Fittings, PVC Pipe Fitting )",099095 80090,Bhuj,"GJ SH 42, Shivkrupa Nagar, Bhuj, Gujarat 370001, India",Highly Rated,ChIJ33gqOgYfUTkRQclx1uF2dkk,,,,
,,Plumber,Mehran Plumbing,9727456789,Bhuj,,Plumber,,,,,
,,Plumber,,9726946507,Bhuj,,,,,,,
,,Political Party,,,Bhuj,,,,,,,
,,POP/False Ceiling,Patel Aluminium,098792 16463,Bhuj,"Sahjanand nagar, Mirjapar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJ5yVs41geUTkR3dNOK6Fe_Ss,,,,
,,POP/False Ceiling,POP false ceiling,099259 71919,Bhuj,"Bhayli, Vadodara, Gujarat 391419, India",,ChIJj7u-zKPHXzkRg8wItDM2uGs,,,,
,,Printer Repairs,Jhanvi Infotech,9825365154,Bhuj,,,,,,,
,,Printer Repairs,Microcare,9898137665,Bhuj,,,,,,,
,,Printing & Flex Banner,Brijesh Sharma,9825721220,Bhuj,,,,,,,
,,Printing & Flex Banner,Umiya Flex Banners,094292 99796,Bhuj,"Beside Anjani Courier, Station Rd, behind Dilip Auto Agency, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJszp1Nl3hUDkRyGtViwCMoY4,,,,
,,Printing & Flex Banner,Vallabh Printers,093743 34398,Bhuj,"Prestige Complex, 11-12, Street No. 1, opp. G.K. General Hospital Gate, nr. Sakariya Hospital, Lotus Colony, Bhuj, Gujarat 370001, India",,ChIJdXSI_v_hUDkRZ3pvvHiGpiM,,,,
,,Printing & Flex Banner,Soni Graphics,9879121562,Bhuj,"Station Road, B/h. SBI Bank Main Branch, Nr. Hirabhai Welding Wala,",,,,,,
,,Psychology counsellor,Dipti Manek,9712153633,Bhuj,??? / Bhuj,,,,,,
,,Real Estate Agents,Pradip Shah,9925095909,Bhuj,"D-7, Odhav Park-2, Opp., Pramukh Swami Nagar, Bhuj",,,,,,
,,Repairing ( Mixer & Home Appliances ),Patel sales & service,9428308123,Bhuj,"Hamirsar Lake Rd, Bhuj, Gujarat 370001",,,,,,
7932ae66-bcb6-4fde-a706-4ee728aa4425,2026-05-20 15:09:31,Repairing ( Mixer & Home Appliances ),HARIOM ELECTRICALS,9825422714,Bhuj,"SHOP NO 9, CAPITAL PLAZA, NEAR MAHADEV GATE","COMPONY AUTHORISED SERVICE CENTER FOR BAJAJ FAN APPLANCES, CROMPTON FAN APPLANCES , USHA FAN APPLANCES, ORIENT APPLANCES, POLYCAB  FAN , AO SMITH GYSER  , RACOLD GYSER , ATOMBERG FAN ",,,,,
069e4e1a-4dbb-4686-ae95-d4e6e92fc226,2026-05-20 15:19:41,Repairing ( Mixer & Home Appliances ),HARIOM ELECTRICALS,9925163046,BHUJ,"9, CAPITAL PLAZA, MAHADEV GATE, BHUJ","COMPANY AUTHORISED SERVICE CENTER FOR BAJAJ FAN APPLANCES , CROMPTON FAN APPLANCES , USHA FAN APPLANCES  , ORIENT APPLANCES, POLYCAB  FAN , AO SMITH GYSER  , RACOLD GYSER , ATOMBERG FAN ",,,,,
,,Repairing ( Motor ),Maruti Electrical Sales & Service,9687765236,Bhuj,"13, Maruti Electrical Sales And Services, Katira Complex, Sanskar Nagar, Bhuj, Gujarat 370001",,,,,,
,,Repairing ( Washing Machine ),Shital Cooling,9909418799,Bhuj,"Shital Cooling, Punjabhai Tower, Lal Tekri Rd, near Sheetal Electronic, Lal Tekri, Bhuj, Gujarat 370001",,,,,,
,,Restaurants,Hotel Parkview,9879308782,Bhuj,,AC|Family,,,,,
,,Restaurants,Nityanand Restaurant,2832220000,Bhuj,,,,,,,
,,Restaurants,The Marich,097247 36748,Bhuj,"1st floor, The Midtown Mall, Commerce College Rd, Shivkrupa Nagar, Bhuj, Gujarat 370001, India",Authentic,ChIJzTVO57EfUTkRvehnJ-ssbf0,,,,
,,Restaurants,Toral Restaurant,2832225000,Bhuj,,Gujarati Thali,,,,,
,,Restaurants,Umiyaji Dining Hall,8511186826,Bhuj,,Garden|Punjabi,,,,,
,,Restaurants,Viram Garden,2832250000,Bhuj,,,,,,,
,,Restaurants,Q7 Celebration Point,9824850506,Bhuj,,"Party, CafÃ©, Lunch, Dinner, Kitty, Karaoke",,,,,
,,Restaurants,Alpesh thacker,9825089617,Bhuj,Bhuj bas stop,Business,,,,,
,,Riksha,Dinesh,9575588077,Bhuj,,,,,,,
,,Riksha,Gulabbhai,9998745538,Bhuj,,,,,,,
,,Riksha,Pappubhai ,9714453156,Bhuj,,,,,,,
,,RO water purifier,Amrut RO System,099794 93939,Bhuj,"Bhuj - Anjar Hwy, Opp. Madhapar GIDC, Navavas, Madhapar, Bhuj, Gujarat 370020, India",RO water purifier,ChIJm1TiIXXhUDkRKW4F-ZXehdU,,,,
